College IPEDS ID,College Name,Fall Term,Enrollment Type Code,Enrollment Type Description,Head Count,Full-time Equivalent (FTE) Enrollment
190619,CUNY Kingsborough Community College,Fall 1992,1,Transfer,627,
190619,CUNY Kingsborough Community College,Fall 1992,2,First-time Freshmen,2497,
190619,CUNY Kingsborough Community College,Fall 1992,4,Undergraduate,14522,10767
190619,CUNY Kingsborough Community College,Fall 1992,5,Total,14522,10767
190628,CUNY LaGuardia Community College,Fall 1992,1,Transfer,618,
190628,CUNY LaGuardia Community College,Fall 1992,2,First-time Freshmen,2201,
190628,CUNY LaGuardia Community College,Fall 1992,4,Undergraduate,9762,8779
190628,CUNY LaGuardia Community College,Fall 1992,5,Total,9762,8779
190682,CUNY Law School,Fall 1992,3,Graduate,464,587
190682,CUNY Law School,Fall 1992,5,Total,464,587
190637,CUNY Lehman College,Fall 1992,1,Transfer,876,
190637,CUNY Lehman College,Fall 1992,2,First-time Freshmen,809,
190637,CUNY Lehman College,Fall 1992,3,Graduate,1437,641
190637,CUNY Lehman College,Fall 1992,4,Undergraduate,8637,6268
190637,CUNY Lehman College,Fall 1992,5,Total,10074,6909
190646,CUNY Medgar Evers College,Fall 1992,1,Transfer,304,
190646,CUNY Medgar Evers College,Fall 1992,2,First-time Freshmen,686,
190646,CUNY Medgar Evers College,Fall 1992,4,Undergraduate,4501,3089
190646,CUNY Medgar Evers College,Fall 1992,5,Total,4501,3089
190655,CUNY New York City College of Technology,Fall 1992,1,Transfer,523,
190655,CUNY New York City College of Technology,Fall 1992,2,First-time Freshmen,2108,
190655,CUNY New York City College of Technology,Fall 1992,4,Undergraduate,10604,7897
190655,CUNY New York City College of Technology,Fall 1992,5,Total,10604,7897
190664,CUNY Queens College,Fall 1992,1,Transfer,1229,
190664,CUNY Queens College,Fall 1992,2,First-time Freshmen,1648,
190664,CUNY Queens College,Fall 1992,3,Graduate,3441,1610
190664,CUNY Queens College,Fall 1992,4,Undergraduate,14489,10865
190664,CUNY Queens College,Fall 1992,5,Total,17930,12475
190673,CUNY Queensborough Community College,Fall 1992,1,Transfer,546,
190673,CUNY Queensborough Community College,Fall 1992,2,First-time Freshmen,2405,
190673,CUNY Queensborough Community College,Fall 1992,4,Undergraduate,11890,7886
190673,CUNY Queensborough Community College,Fall 1992,5,Total,11890,7886
190691,CUNY York College,Fall 1992,1,Transfer,732,
190691,CUNY York College,Fall 1992,2,First-time Freshmen,742,
190691,CUNY York College,Fall 1992,4,Undergraduate,6477,4826
190691,CUNY York College,Fall 1992,5,Total,6477,4826
190512,CUNY Baruch College,Fall 1991,1,Transfer,936,
190512,CUNY Baruch College,Fall 1991,2,First-time Freshmen,1226,
190512,CUNY Baruch College,Fall 1991,3,Graduate,2593,1643
190512,CUNY Baruch College,Fall 1991,4,Undergraduate,12758,9386
190512,CUNY Baruch College,Fall 1991,5,Total,15351,11029
190521,CUNY Borough of Manhattan Community College,Fall 1991,1,Transfer,1009,
190521,CUNY Borough of Manhattan Community College,Fall 1991,2,First-time Freshmen,2564,
190521,CUNY Borough of Manhattan Community College,Fall 1991,4,Undergraduate,14867,10397
190521,CUNY Borough of Manhattan Community College,Fall 1991,5,Total,14867,10397
190530,CUNY Bronx Community College,Fall 1991,1,Transfer,399,
190530,CUNY Bronx Community College,Fall 1991,2,First-time Freshmen,1400,
190530,CUNY Bronx Community College,Fall 1991,4,Undergraduate,6737,5346
190530,CUNY Bronx Community College,Fall 1991,5,Total,6737,5346
190549,CUNY Brooklyn College,Fall 1991,1,Transfer,657,
190549,CUNY Brooklyn College,Fall 1991,2,First-time Freshmen,1569,
190549,CUNY Brooklyn College,Fall 1991,3,Graduate,4201,1841
190549,CUNY Brooklyn College,Fall 1991,4,Undergraduate,11326,9487
190549,CUNY Brooklyn College,Fall 1991,5,Total,15527,11328
190567,CUNY City College,Fall 1991,1,Transfer,1039,
190567,CUNY City College,Fall 1991,2,First-time Freshmen,1239,
190567,CUNY City College,Fall 1991,3,Graduate,3244,1638
190567,CUNY City College,Fall 1991,4,Undergraduate,11448,9094
190567,CUNY City College,Fall 1991,5,Total,14692,10732
190558,CUNY College of Staten Island,Fall 1991,1,Transfer,902,
190558,CUNY College of Staten Island,Fall 1991,2,First-time Freshmen,1481,
190558,CUNY College of Staten Island,Fall 1991,3,Graduate,1122,435
190558,CUNY College of Staten Island,Fall 1991,4,Undergraduate,11133,7525
190558,CUNY College of Staten Island,Fall 1991,5,Total,12255,7960
190576,CUNY Graduate School and University Center,Fall 1991,3,Graduate,4127,3176
190576,CUNY Graduate School and University Center,Fall 1991,5,Total,4127,3176
190585,CUNY Hostos Community College,Fall 1991,1,Transfer,334,
190585,CUNY Hostos Community College,Fall 1991,2,First-time Freshmen,1038,
190585,CUNY Hostos Community College,Fall 1991,4,Undergraduate,4565,4640
190585,CUNY Hostos Community College,Fall 1991,5,Total,4565,4640
190594,CUNY Hunter College,Fall 1991,1,Transfer,865,
190594,CUNY Hunter College,Fall 1991,2,First-time Freshmen,897,
190594,CUNY Hunter College,Fall 1991,3,Graduate,4582,2599
190594,CUNY Hunter College,Fall 1991,4,Undergraduate,14272,9964
190594,CUNY Hunter College,Fall 1991,5,Total,18854,12563
190600,CUNY John Jay College of Criminal Justice,Fall 1991,1,Transfer,710,
190600,CUNY John Jay College of Criminal Justice,Fall 1991,2,First-time Freshmen,1363,
190600,CUNY John Jay College of Criminal Justice,Fall 1991,3,Graduate,654,328
190600,CUNY John Jay College of Criminal Justice,Fall 1991,4,Undergraduate,7868,5662
190600,CUNY John Jay College of Criminal Justice,Fall 1991,5,Total,8522,5990
190619,CUNY Kingsborough Community College,Fall 1991,1,Transfer,496,
190619,CUNY Kingsborough Community College,Fall 1991,2,First-time Freshmen,2341,
190619,CUNY Kingsborough Community College,Fall 1991,4,Undergraduate,14510,10649
190619,CUNY Kingsborough Community College,Fall 1991,5,Total,14510,10649
190628,CUNY LaGuardia Community College,Fall 1991,1,Transfer,644,
190628,CUNY LaGuardia Community College,Fall 1991,2,First-time Freshmen,2125,
190628,CUNY LaGuardia Community College,Fall 1991,4,Undergraduate,9399,8879
190628,CUNY LaGuardia Community College,Fall 1991,5,Total,9399,8879
190682,CUNY Law School,Fall 1991,3,Graduate,462,618
190682,CUNY Law School,Fall 1991,5,Total,462,618
190637,CUNY Lehman College,Fall 1991,1,Transfer,771,
190637,CUNY Lehman College,Fall 1991,2,First-time Freshmen,861,
190637,CUNY Lehman College,Fall 1991,3,Graduate,1439,640
190637,CUNY Lehman College,Fall 1991,4,Undergraduate,8517,5883
190637,CUNY Lehman College,Fall 1991,5,Total,9956,6523
190646,CUNY Medgar Evers College,Fall 1991,1,Transfer,209,
190646,CUNY Medgar Evers College,Fall 1991,2,First-time Freshmen,617,
190646,CUNY Medgar Evers College,Fall 1991,4,Undergraduate,3924,2724
190646,CUNY Medgar Evers College,Fall 1991,5,Total,3924,2724
190655,CUNY New York City College of Technology,Fall 1991,1,Transfer,423,
190655,CUNY New York City College of Technology,Fall 1991,2,First-time Freshmen,2108,
190655,CUNY New York City College of Technology,Fall 1991,4,Undergraduate,10309,7734
190655,CUNY New York City College of Technology,Fall 1991,5,Total,10309,7734
190664,CUNY Queens College,Fall 1991,1,Transfer,1344,
190664,CUNY Queens College,Fall 1991,2,First-time Freshmen,1870,
190664,CUNY Queens College,Fall 1991,3,Graduate,3547,1670
190664,CUNY Queens College,Fall 1991,4,Undergraduate,14704,11075
190664,CUNY Queens College,Fall 1991,5,Total,18251,12745
190673,CUNY Queensborough Community College,Fall 1991,1,Transfer,310,
190673,CUNY Queensborough Community College,Fall 1991,2,First-time Freshmen,2363,
190673,CUNY Queensborough Community College,Fall 1991,4,Undergraduate,12421,8238
190673,CUNY Queensborough Community College,Fall 1991,5,Total,12421,8238
190691,CUNY York College,Fall 1991,1,Transfer,607,
190691,CUNY York College,Fall 1991,2,First-time Freshmen,512,
190691,CUNY York College,Fall 1991,4,Undergraduate,5505,3938
190691,CUNY York College,Fall 1991,5,Total,5505,3938
190512,CUNY Baruch College,Fall 2018,1,Transfer,1464,
190512,CUNY Baruch College,Fall 2018,2,First-time Freshmen,1692,
190512,CUNY Baruch College,Fall 2018,3,Graduate,3005,1995
190512,CUNY Baruch College,Fall 2018,4,Undergraduate,15024,12318
190512,CUNY Baruch College,Fall 2018,5,Total,18029,14313
190521,CUNY Borough of Manhattan Community College,Fall 2018,1,Transfer,1891,
190521,CUNY Borough of Manhattan Community College,Fall 2018,2,First-time Freshmen,6795,
190521,CUNY Borough of Manhattan Community College,Fall 2018,4,Undergraduate,26506,19885
190521,CUNY Borough of Manhattan Community College,Fall 2018,5,Total,26506,19885
190530,CUNY Bronx Community College,Fall 2018,1,Transfer,871,
190530,CUNY Bronx Community College,Fall 2018,2,First-time Freshmen,2008,
190530,CUNY Bronx Community College,Fall 2018,4,Undergraduate,10519,7514
190530,CUNY Bronx Community College,Fall 2018,5,Total,10519,7514
190549,CUNY Brooklyn College,Fall 2018,1,Transfer,2117,
190549,CUNY Brooklyn College,Fall 2018,2,First-time Freshmen,1756,
190549,CUNY Brooklyn College,Fall 2018,3,Graduate,3183,1906
190549,CUNY Brooklyn College,Fall 2018,4,Undergraduate,14978,12217
190549,CUNY Brooklyn College,Fall 2018,5,Total,18161,14123
190567,CUNY City College,Fall 2018,1,Transfer,1305,
190567,CUNY City College,Fall 2018,2,First-time Freshmen,1830,
190567,CUNY City College,Fall 2018,3,Graduate,2561,1474
190567,CUNY City College,Fall 2018,4,Undergraduate,13186,10655
190567,CUNY City College,Fall 2018,5,Total,15747,12129
190558,CUNY College of Staten Island,Fall 2018,1,Transfer,655,
190558,CUNY College of Staten Island,Fall 2018,2,First-time Freshmen,2663,
190558,CUNY College of Staten Island,Fall 2018,3,Graduate,1036,668
190558,CUNY College of Staten Island,Fall 2018,4,Undergraduate,12211,10459
190558,CUNY College of Staten Island,Fall 2018,5,Total,13247,11127
190576,CUNY Graduate School and University Center,Fall 2018,3,Graduate,3607,2747
190576,CUNY Graduate School and University Center,Fall 2018,5,Total,3607,2747
475565,CUNY Guttman Community College,Fall 2018,2,First-time Freshmen,455,
475565,CUNY Guttman Community College,Fall 2018,4,Undergraduate,955,1083
475565,CUNY Guttman Community College,Fall 2018,5,Total,955,1083
190585,CUNY Hostos Community College,Fall 2018,1,Transfer,808,
190585,CUNY Hostos Community College,Fall 2018,2,First-time Freshmen,1310,
190585,CUNY Hostos Community College,Fall 2018,4,Undergraduate,7331,5115
190585,CUNY Hostos Community College,Fall 2018,5,Total,7331,5115
190594,CUNY Hunter College,Fall 2018,1,Transfer,1895,
190594,CUNY Hunter College,Fall 2018,2,First-time Freshmen,2598,
190594,CUNY Hunter College,Fall 2018,3,Graduate,5990,4036
190594,CUNY Hunter College,Fall 2018,4,Undergraduate,17212,14076
190594,CUNY Hunter College,Fall 2018,5,Total,23202,18112
190600,CUNY John Jay College of Criminal Justice,Fall 2018,1,Transfer,1971,
190600,CUNY John Jay College of Criminal Justice,Fall 2018,2,First-time Freshmen,1866,
190600,CUNY John Jay College of Criminal Justice,Fall 2018,3,Graduate,2075,1292
190600,CUNY John Jay College of Criminal Justice,Fall 2018,4,Undergraduate,13319,11004
190600,CUNY John Jay College of Criminal Justice,Fall 2018,5,Total,15394,12296
190619,CUNY Kingsborough Community College,Fall 2018,1,Transfer,1357,
190619,CUNY Kingsborough Community College,Fall 2018,2,First-time Freshmen,2077,
190619,CUNY Kingsborough Community College,Fall 2018,4,Undergraduate,15051,10555
190619,CUNY Kingsborough Community College,Fall 2018,5,Total,15051,10555
190628,CUNY LaGuardia Community College,Fall 2018,1,Transfer,1769,
190628,CUNY LaGuardia Community College,Fall 2018,2,First-time Freshmen,2655,
190628,CUNY LaGuardia Community College,Fall 2018,4,Undergraduate,19300,14105
190628,CUNY LaGuardia Community College,Fall 2018,5,Total,19300,14105
190682,CUNY Law School,Fall 2018,3,Graduate,583,630
190682,CUNY Law School,Fall 2018,5,Total,583,630
190637,CUNY Lehman College,Fall 2018,1,Transfer,2232,
190637,CUNY Lehman College,Fall 2018,2,First-time Freshmen,1032,
190637,CUNY Lehman College,Fall 2018,3,Graduate,2148,1242
190637,CUNY Lehman College,Fall 2018,4,Undergraduate,12639,9158
190637,CUNY Lehman College,Fall 2018,5,Total,14787,10400
190646,CUNY Medgar Evers College,Fall 2018,1,Transfer,456,
190646,CUNY Medgar Evers College,Fall 2018,2,First-time Freshmen,1187,
190646,CUNY Medgar Evers College,Fall 2018,4,Undergraduate,6638,5198
190646,CUNY Medgar Evers College,Fall 2018,5,Total,6638,5198
190655,CUNY New York City College of Technology,Fall 2018,1,Transfer,1545,
190655,CUNY New York City College of Technology,Fall 2018,2,First-time Freshmen,3402,
190655,CUNY New York City College of Technology,Fall 2018,4,Undergraduate,17269,12749
190655,CUNY New York City College of Technology,Fall 2018,5,Total,17269,12749
190664,CUNY Queens College,Fall 2018,1,Transfer,2113,
190664,CUNY Queens College,Fall 2018,2,First-time Freshmen,1953,
190664,CUNY Queens College,Fall 2018,3,Graduate,3126,1821
190664,CUNY Queens College,Fall 2018,4,Undergraduate,16620,13601
190664,CUNY Queens College,Fall 2018,5,Total,19746,15422
190673,CUNY Queensborough Community College,Fall 2018,1,Transfer,970,
190673,CUNY Queensborough Community College,Fall 2018,2,First-time Freshmen,3212,
190673,CUNY Queensborough Community College,Fall 2018,4,Undergraduate,15411,10673
190673,CUNY Queensborough Community College,Fall 2018,5,Total,15411,10673
190576,CUNY School of Journalism,Fall 2018,3,Graduate,230,279
190576,CUNY School of Journalism,Fall 2018,5,Total,230,279
190576,CUNY School of Labor and Urban Studies,Fall 2018,1,Transfer,127,
190576,CUNY School of Labor and Urban Studies,Fall 2018,3,Graduate,234,90
190576,CUNY School of Labor and Urban Studies,Fall 2018,4,Undergraduate,176,60
190576,CUNY School of Labor and Urban Studies,Fall 2018,5,Total,410,150
190567,CUNY School of Medicine,Fall 2018,3,Graduate,296,448
190567,CUNY School of Medicine,Fall 2018,5,Total,296,448
190576,CUNY School of Professional Studies,Fall 2018,1,Transfer,655,
190576,CUNY School of Professional Studies,Fall 2018,3,Graduate,1094,430
190576,CUNY School of Professional Studies,Fall 2018,4,Undergraduate,2111,1008
190576,CUNY School of Professional Studies,Fall 2018,5,Total,3205,1438
190576,CUNY School of Public Health,Fall 2018,3,Graduate,589,364
190576,CUNY School of Public Health,Fall 2018,5,Total,589,364
190691,CUNY York College,Fall 2018,1,Transfer,860,
190691,CUNY York College,Fall 2018,2,First-time Freshmen,1169,
190691,CUNY York College,Fall 2018,3,Graduate,198,211
190691,CUNY York College,Fall 2018,4,Undergraduate,8495,5884
190691,CUNY York College,Fall 2018,5,Total,8693,6095
190512,CUNY Baruch College,Fall 2019,1,Transfer,1671,
190512,CUNY Baruch College,Fall 2019,2,First-time Freshmen,2268,
190512,CUNY Baruch College,Fall 2019,3,Graduate,3197,2224
190512,CUNY Baruch College,Fall 2019,4,Undergraduate,15482,12845
190512,CUNY Baruch College,Fall 2019,5,Total,18679,15069
190521,CUNY Borough of Manhattan Community College,Fall 2019,1,Transfer,1848,
190521,CUNY Borough of Manhattan Community College,Fall 2019,2,First-time Freshmen,6567,
190521,CUNY Borough of Manhattan Community College,Fall 2019,4,Undergraduate,25500,19679
190521,CUNY Borough of Manhattan Community College,Fall 2019,5,Total,25500,19679
190530,CUNY Bronx Community College,Fall 2019,1,Transfer,757,
190530,CUNY Bronx Community College,Fall 2019,2,First-time Freshmen,1989,
190530,CUNY Bronx Community College,Fall 2019,4,Undergraduate,10040,7024
190530,CUNY Bronx Community College,Fall 2019,5,Total,10040,7024
190549,CUNY Brooklyn College,Fall 2019,1,Transfer,2000,
190549,CUNY Brooklyn College,Fall 2019,2,First-time Freshmen,1894,
190549,CUNY Brooklyn College,Fall 2019,3,Graduate,2841,1728
190549,CUNY Brooklyn College,Fall 2019,4,Undergraduate,14970,12369
190549,CUNY Brooklyn College,Fall 2019,5,Total,17811,14097
190567,CUNY City College,Fall 2019,1,Transfer,1161,
190567,CUNY City College,Fall 2019,2,First-time Freshmen,2092,
190567,CUNY City College,Fall 2019,3,Graduate,2435,1497
190567,CUNY City College,Fall 2019,4,Undergraduate,13030,10533
190567,CUNY City College,Fall 2019,5,Total,15465,12030
190558,CUNY College of Staten Island,Fall 2019,1,Transfer,717,
190558,CUNY College of Staten Island,Fall 2019,2,First-time Freshmen,2361,
190558,CUNY College of Staten Island,Fall 2019,3,Graduate,1082,673
190558,CUNY College of Staten Island,Fall 2019,4,Undergraduate,11700,9974
190558,CUNY College of Staten Island,Fall 2019,5,Total,12782,10647
190576,CUNY Graduate School and University Center,Fall 2019,3,Graduate,3603,2778
190576,CUNY Graduate School and University Center,Fall 2019,5,Total,3603,2778
475565,CUNY Guttman Community College,Fall 2019,2,First-time Freshmen,512,
475565,CUNY Guttman Community College,Fall 2019,4,Undergraduate,1022,1130
475565,CUNY Guttman Community College,Fall 2019,5,Total,1022,1130
190585,CUNY Hostos Community College,Fall 2019,1,Transfer,669,
190585,CUNY Hostos Community College,Fall 2019,2,First-time Freshmen,1246,
190585,CUNY Hostos Community College,Fall 2019,4,Undergraduate,7120,4709
190585,CUNY Hostos Community College,Fall 2019,5,Total,7120,4709
190594,CUNY Hunter College,Fall 2019,1,Transfer,1702,
190594,CUNY Hunter College,Fall 2019,2,First-time Freshmen,2547,
190594,CUNY Hunter College,Fall 2019,3,Graduate,6072,4191
190594,CUNY Hunter College,Fall 2019,4,Undergraduate,17121,13889
190594,CUNY Hunter College,Fall 2019,5,Total,23193,18080
190600,CUNY John Jay College of Criminal Justice,Fall 2019,1,Transfer,1993,
190600,CUNY John Jay College of Criminal Justice,Fall 2019,2,First-time Freshmen,2056,
190600,CUNY John Jay College of Criminal Justice,Fall 2019,3,Graduate,2134,1338
190600,CUNY John Jay College of Criminal Justice,Fall 2019,4,Undergraduate,13746,11433
190600,CUNY John Jay College of Criminal Justice,Fall 2019,5,Total,15880,12771
190619,CUNY Kingsborough Community College,Fall 2019,1,Transfer,1282,
190619,CUNY Kingsborough Community College,Fall 2019,2,First-time Freshmen,2129,
190619,CUNY Kingsborough Community College,Fall 2019,4,Undergraduate,15443,10225
190619,CUNY Kingsborough Community College,Fall 2019,5,Total,15443,10225
190628,CUNY LaGuardia Community College,Fall 2019,1,Transfer,1699,
190628,CUNY LaGuardia Community College,Fall 2019,2,First-time Freshmen,2969,
190628,CUNY LaGuardia Community College,Fall 2019,4,Undergraduate,18555,13152
190628,CUNY LaGuardia Community College,Fall 2019,5,Total,18555,13152
190682,CUNY Law School,Fall 2019,3,Graduate,626,670
190682,CUNY Law School,Fall 2019,5,Total,626,670
190637,CUNY Lehman College,Fall 2019,1,Transfer,2243,
190637,CUNY Lehman College,Fall 2019,2,First-time Freshmen,942,
190637,CUNY Lehman College,Fall 2019,3,Graduate,2141,1215
190637,CUNY Lehman College,Fall 2019,4,Undergraduate,13002,9434
190637,CUNY Lehman College,Fall 2019,5,Total,15143,10649
190646,CUNY Medgar Evers College,Fall 2019,1,Transfer,463,
190646,CUNY Medgar Evers College,Fall 2019,2,First-time Freshmen,886,
190646,CUNY Medgar Evers College,Fall 2019,4,Undergraduate,5798,4587
190646,CUNY Medgar Evers College,Fall 2019,5,Total,5798,4587
190655,CUNY New York City College of Technology,Fall 2019,1,Transfer,1377,
190655,CUNY New York City College of Technology,Fall 2019,2,First-time Freshmen,3466,
190655,CUNY New York City College of Technology,Fall 2019,4,Undergraduate,17036,12503
190655,CUNY New York City College of Technology,Fall 2019,5,Total,17036,12503
190664,CUNY Queens College,Fall 2019,1,Transfer,2106,
190664,CUNY Queens College,Fall 2019,2,First-time Freshmen,2266,
190664,CUNY Queens College,Fall 2019,3,Graduate,3057,1803
190664,CUNY Queens College,Fall 2019,4,Undergraduate,16866,13786
190664,CUNY Queens College,Fall 2019,5,Total,19923,15589
190673,CUNY Queensborough Community College,Fall 2019,1,Transfer,977,
190673,CUNY Queensborough Community College,Fall 2019,2,First-time Freshmen,3203,
190673,CUNY Queensborough Community College,Fall 2019,4,Undergraduate,14035,9814
190673,CUNY Queensborough Community College,Fall 2019,5,Total,14035,9814
190576,CUNY School of Journalism,Fall 2019,3,Graduate,232,281
190576,CUNY School of Journalism,Fall 2019,5,Total,232,281
190576,CUNY School of Labor and Urban Studies,Fall 2019,1,Transfer,38,
190576,CUNY School of Labor and Urban Studies,Fall 2019,2,First-time Freshmen,7,
190576,CUNY School of Labor and Urban Studies,Fall 2019,3,Graduate,198,80
190576,CUNY School of Labor and Urban Studies,Fall 2019,4,Undergraduate,166,57
190576,CUNY School of Labor and Urban Studies,Fall 2019,5,Total,364,137
190567,CUNY School of Medicine,Fall 2019,3,Graduate,351,560
190567,CUNY School of Medicine,Fall 2019,5,Total,351,560
190576,CUNY School of Professional Studies,Fall 2019,1,Transfer,647,
190576,CUNY School of Professional Studies,Fall 2019,3,Graduate,1226,501
190576,CUNY School of Professional Studies,Fall 2019,4,Undergraduate,2332,1132
190576,CUNY School of Professional Studies,Fall 2019,5,Total,3558,1633
190576,CUNY School of Public Health,Fall 2019,3,Graduate,746,481
190576,CUNY School of Public Health,Fall 2019,5,Total,746,481
190691,CUNY York College,Fall 2019,1,Transfer,800,
190691,CUNY York College,Fall 2019,2,First-time Freshmen,1122,
190691,CUNY York College,Fall 2019,3,Graduate,221,228
190691,CUNY York College,Fall 2019,4,Undergraduate,8116,5872
190691,CUNY York College,Fall 2019,5,Total,8337,6100
190512,CUNY Baruch College,Fall 2019,1,Transfer,1671,
190512,CUNY Baruch College,Fall 2019,2,First-time Freshmen,2268,
190512,CUNY Baruch College,Fall 2019,3,Graduate,3197,2224
190512,CUNY Baruch College,Fall 2019,4,Undergraduate,15482,12845
190512,CUNY Baruch College,Fall 2019,5,Total,18679,15069
190521,CUNY Borough of Manhattan Community College,Fall 2019,1,Transfer,1848,
190521,CUNY Borough of Manhattan Community College,Fall 2019,2,First-time Freshmen,6567,
190521,CUNY Borough of Manhattan Community College,Fall 2019,4,Undergraduate,25500,19679
190521,CUNY Borough of Manhattan Community College,Fall 2019,5,Total,25500,19679
190530,CUNY Bronx Community College,Fall 2019,1,Transfer,757,
190530,CUNY Bronx Community College,Fall 2019,2,First-time Freshmen,1989,
190530,CUNY Bronx Community College,Fall 2019,4,Undergraduate,10040,7024
190530,CUNY Bronx Community College,Fall 2019,5,Total,10040,7024
190549,CUNY Brooklyn College,Fall 2019,1,Transfer,2000,
190549,CUNY Brooklyn College,Fall 2019,2,First-time Freshmen,1894,
190549,CUNY Brooklyn College,Fall 2019,3,Graduate,2841,1728
190549,CUNY Brooklyn College,Fall 2019,4,Undergraduate,14970,12369
190549,CUNY Brooklyn College,Fall 2019,5,Total,17811,14097
190567,CUNY City College,Fall 2019,1,Transfer,1161,
190567,CUNY City College,Fall 2019,2,First-time Freshmen,2092,
190567,CUNY City College,Fall 2019,3,Graduate,2435,1497
190567,CUNY City College,Fall 2019,4,Undergraduate,13030,10533
190567,CUNY City College,Fall 2019,5,Total,15465,12030
190558,CUNY College of Staten Island,Fall 2019,1,Transfer,717,
190558,CUNY College of Staten Island,Fall 2019,2,First-time Freshmen,2361,
190558,CUNY College of Staten Island,Fall 2019,3,Graduate,1082,673
190558,CUNY College of Staten Island,Fall 2019,4,Undergraduate,11700,9974
190558,CUNY College of Staten Island,Fall 2019,5,Total,12782,10647
190576,CUNY Graduate School and University Center,Fall 2019,3,Graduate,3603,2778
190576,CUNY Graduate School and University Center,Fall 2019,5,Total,3603,2778
475565,CUNY Guttman Community College,Fall 2019,2,First-time Freshmen,512,
475565,CUNY Guttman Community College,Fall 2019,4,Undergraduate,1022,1130
475565,CUNY Guttman Community College,Fall 2019,5,Total,1022,1130
190585,CUNY Hostos Community College,Fall 2019,1,Transfer,669,
190585,CUNY Hostos Community College,Fall 2019,2,First-time Freshmen,1246,
190585,CUNY Hostos Community College,Fall 2019,4,Undergraduate,7120,4709
190585,CUNY Hostos Community College,Fall 2019,5,Total,7120,4709
190594,CUNY Hunter College,Fall 2019,1,Transfer,1702,
190594,CUNY Hunter College,Fall 2019,2,First-time Freshmen,2547,
190594,CUNY Hunter College,Fall 2019,3,Graduate,6072,4191
190594,CUNY Hunter College,Fall 2019,4,Undergraduate,17121,13889
190594,CUNY Hunter College,Fall 2019,5,Total,23193,18080
190600,CUNY John Jay College of Criminal Justice,Fall 2019,1,Transfer,1993,
190600,CUNY John Jay College of Criminal Justice,Fall 2019,2,First-time Freshmen,2056,
190600,CUNY John Jay College of Criminal Justice,Fall 2019,3,Graduate,2134,1338
190600,CUNY John Jay College of Criminal Justice,Fall 2019,4,Undergraduate,13746,11433
190600,CUNY John Jay College of Criminal Justice,Fall 2019,5,Total,15880,12771
190619,CUNY Kingsborough Community College,Fall 2019,1,Transfer,1282,
190619,CUNY Kingsborough Community College,Fall 2019,2,First-time Freshmen,2129,
190619,CUNY Kingsborough Community College,Fall 2019,4,Undergraduate,15443,10225
190619,CUNY Kingsborough Community College,Fall 2019,5,Total,15443,10225
190628,CUNY LaGuardia Community College,Fall 2019,1,Transfer,1699,
190628,CUNY LaGuardia Community College,Fall 2019,2,First-time Freshmen,2969,
190628,CUNY LaGuardia Community College,Fall 2019,4,Undergraduate,18555,13152
190628,CUNY LaGuardia Community College,Fall 2019,5,Total,18555,13152
190682,CUNY Law School,Fall 2019,3,Graduate,626,670
190682,CUNY Law School,Fall 2019,5,Total,626,670
190637,CUNY Lehman College,Fall 2019,1,Transfer,2243,
190637,CUNY Lehman College,Fall 2019,2,First-time Freshmen,942,
190637,CUNY Lehman College,Fall 2019,3,Graduate,2141,1215
190637,CUNY Lehman College,Fall 2019,4,Undergraduate,13002,9434
190637,CUNY Lehman College,Fall 2019,5,Total,15143,10649
190646,CUNY Medgar Evers College,Fall 2019,1,Transfer,463,
190646,CUNY Medgar Evers College,Fall 2019,2,First-time Freshmen,886,
190646,CUNY Medgar Evers College,Fall 2019,4,Undergraduate,5798,4587
190646,CUNY Medgar Evers College,Fall 2019,5,Total,5798,4587
190655,CUNY New York City College of Technology,Fall 2019,1,Transfer,1377,
190655,CUNY New York City College of Technology,Fall 2019,2,First-time Freshmen,3466,
190655,CUNY New York City College of Technology,Fall 2019,4,Undergraduate,17036,12503
190655,CUNY New York City College of Technology,Fall 2019,5,Total,17036,12503
190664,CUNY Queens College,Fall 2019,1,Transfer,2106,
190664,CUNY Queens College,Fall 2019,2,First-time Freshmen,2266,
190664,CUNY Queens College,Fall 2019,3,Graduate,3057,1803
190664,CUNY Queens College,Fall 2019,4,Undergraduate,16866,13786
190664,CUNY Queens College,Fall 2019,5,Total,19923,15589
190673,CUNY Queensborough Community College,Fall 2019,1,Transfer,977,
190673,CUNY Queensborough Community College,Fall 2019,2,First-time Freshmen,3203,
190673,CUNY Queensborough Community College,Fall 2019,4,Undergraduate,14035,9814
190673,CUNY Queensborough Community College,Fall 2019,5,Total,14035,9814
190576,CUNY School of Journalism,Fall 2019,3,Graduate,232,281
190576,CUNY School of Journalism,Fall 2019,5,Total,232,281
190576,CUNY School of Labor and Urban Studies,Fall 2019,1,Transfer,38,
190576,CUNY School of Labor and Urban Studies,Fall 2019,2,First-time Freshmen,7,
190576,CUNY School of Labor and Urban Studies,Fall 2019,3,Graduate,198,80
190576,CUNY School of Labor and Urban Studies,Fall 2019,4,Undergraduate,166,57
190576,CUNY School of Labor and Urban Studies,Fall 2019,5,Total,364,137
190567,CUNY School of Medicine,Fall 2019,3,Graduate,351,560
190567,CUNY School of Medicine,Fall 2019,5,Total,351,560
190576,CUNY School of Professional Studies,Fall 2019,1,Transfer,647,
190576,CUNY School of Professional Studies,Fall 2019,3,Graduate,1226,501
